monthly_income,employment_status,existing_loans,credit_score,loan_purpose,loan_amount_requested,debt_to_income_ratio,repayment_history,defaulted
18245.415427199678,1,0.9848312486118984,345.70888641898335,3,341669.83219630434,0.5070450570504054,2,1
155218.76205259113,1,6.014428124390353,755.5771972245304,0,3572816.315663285,0.49440150984796377,0,0
167297.0,2,4.0,459.0,2,4605262.0,0.36,1,1
119386.8096442618,2,2.03729951886434,520.6182251520671,1,1232419.179919107,0.2213579175380582,1,1
194656.6924116209,1,4.780698816649417,338.63939224412746,3,5197920.245280696,0.7106039859469128,2,1
114129.94252265626,1,2.0831932227392036,539.8511132646473,5,3850830.635146218,0.33266698756395485,2,0
149755.4052290558,2,0.0,533.4241168243095,1,701651.451840359,0.34729723990186323,2,0
178079.51763004926,2,0.0,442.2741296916938,0,1183426.4741628603,0.12677481444458313,2,0
111965.53707029874,2,2.9872315365881956,592.7535183947169,1,3355354.299158468,0.22084975291761672,2,1
62157.761733932835,1,1.9800991065474198,687.9233794864796,1,2313036.3036966063,0.41068564381421485,1,1
156832.6317884955,1,8.340233188355464,540.3655803287335,0,4097773.523255281,0.28114736965268616,3,0
133965.34686752403,1,2.968186241340896,817.8874918094757,5,3745638.959514513,0.46977522065449423,1,1
42638.83091391152,0,8.24343849194666,624.6376898510396,2,270100.00072124304,0.6893885803982591,1,1
166755.19762619716,1,2.0502702022832913,518.1149415337001,3,1601341.8994786702,0.24519417575153926,2,0
122692.0,1,8.0,340.0,1,3350296.0,0.65,0,0
60507.371004685956,1,0.9701681181288552,771.7613748099385,0,2098394.066514869,0.7245631699995699,3,0
180724.08832522266,1,4.066449240157861,720.2782151240962,5,1121433.4623804968,0.12909476209434145,2,1
84252.0,2,9.0,422.0,4,4128001.0,0.09,2,0
192484.0,3,9.0,651.0,0,1669841.0,0.46,1,1
93369.63519659897,1,2.7992764657610762,342.0048500241112,4,4527665.134007248,0.6408222086809605,2,0
22151.301990828877,1,6.202539095663945,349.0008479476349,3,2893649.3498416315,0.730625270276853,2,0
50418.86081813072,1,3.247077679467072,422.1368869802447,2,482357.7425776096,0.2830568735938435,0,0
163789.0616434637,1,8.698669266412585,435.8572799301219,0,960583.5929320172,0.6657840618955512,2,1
112786.10988680231,2,3.927140295133353,344.3057680229898,4,2346534.6754073673,0.4826207433788218,2,1
48473.54693527293,1,6.168858393168492,803.4660424152091,3,2912898.028052981,0.7549012987969671,2,0
80727.0,3,5.0,521.0,2,3899342.0,0.35,0,0
188156.25227355515,1,7.47366872519201,680.8659293226384,0,469137.0722523089,0.307113097725129,2,1
141272.31339880262,0,0.9251417373493875,681.7797806047962,4,1335063.097671408,0.8168985089784927,2,0
102215.2626241221,1,8.01321176745174,511.1329997824176,3,4458225.980617984,0.7606429591700227,3,0
156764.0684288537,2,8.95385156919149,465.78423596656523,3,2796849.174570764,0.6472892684433604,3,0
79286.0,2,6.0,767.0,0,4640503.0,0.49,2,1
123876.97685387763,2,1.7445989082495708,584.0477734243292,2,2565114.393253647,0.7518336725166948,1,0
21739.930776507692,1,6.954296978329396,732.2005092840325,1,3192868.2274992117,0.6603639139865255,2,0
41064.078478670715,2,0.9593804914194268,390.4741011424077,2,1617977.42779457,0.2812279320738686,0,0
97693.93819309169,1,5.655253221442328,534.9070128585774,2,103353.06607085603,0.6549335549119247,1,1
188084.0,1,2.0,585.0,3,4353829.0,0.35,2,1
32652.26520821662,1,3.7029970787214026,678.3614629078512,1,842111.5049357365,0.5396330013587768,0,1
68200.41518877784,2,0.0,850.0,0,4499285.0608620625,0.2001235713151055,1,0
149528.66047014965,2,0.9804878345398569,457.968618614715,3,4366184.25062301,0.45504517054679366,2,1
76829.70822857648,2,8.617074484926977,321.8405125528677,5,2731532.166604321,0.2002794299338874,3,0
92632.51763923139,3,1.0477171592786694,704.3940715798678,5,4632801.446095524,0.35451569348745454,1,0
31421.5408057962,1,3.8499617903129213,733.516641216889,1,940776.600756486,0.5470527515670751,0,1
82779.40373976683,2,9.363996539191168,850.0,2,1580255.4884194436,0.5162139068800331,2,1
120886.53172139739,2,0.0,741.2067220401447,3,2023827.6315376218,0.7364286926879214,1,0
77426.79662912631,2,8.889333721886874,445.8354443702356,2,4699375.696230904,0.40461904308497504,1,0
134846.94356430814,2,3.1520684565693458,850.0,1,2310636.217201886,0.7465587959328384,0,1
138395.50281694357,0,0.9125735086577025,706.1366417083472,1,2343497.675072581,0.27558292640401755,2,0
107374.0,1,9.0,555.0,0,4906869.0,0.25,1,1
103823.8003884515,1,1.0018538741972884,675.9217878477066,1,4167652.9342794535,0.5959951477165998,1,1
47255.41041049056,2,2.7785523927532316,779.6697435002864,4,1439162.0888596661,0.2712917997292909,0,1
49745.41925031406,3,4.226046618514522,550.0491035484622,5,5023706.69026693,0.11504256045264666,2,0
127795.84747799838,1,6.318505064181174,496.8458327952504,3,5201246.708503338,0.16377572644698832,2,0
107415.90052077513,1,4.589116027571581,748.1256908273433,0,4509140.474747965,0.5712286413238082,2,1
185558.15796988117,1,8.350449602938463,633.4650576995003,4,1225042.099319289,0.5451959534907697,2,1
97733.0,2,1.0,804.0,4,4060914.0,0.7,0,1
138334.3281231166,1,6.81692993577874,826.2881791318849,1,4316266.351064149,0.19466964436972584,3,0
111447.54009205487,1,8.435399836853469,850.0,1,3729783.8657141705,0.41776686514952044,2,1
67979.45230521189,2,0.0,543.8710488412218,2,2497673.2076084344,0.5527785872857903,2,1
190054.78643996784,1,3.6217022036903432,588.6274098953382,4,2445891.0225921827,0.4938100813347628,1,0
44237.0437346753,2,5.870096749800078,352.9586354079638,0,4797556.313232699,0.46226610445553207,2,1
199844.0,2,8.0,632.0,1,1551784.0,0.46,1,1
152257.74573250016,2,1.893508804340452,613.7037611419198,1,3113840.5798654817,0.29557516839426606,2,0
70412.90838745465,1,0.0,503.43513945207275,3,3436709.512663713,0.1708735707738874,1,0
181801.3702257323,3,0.9372032779229152,630.0258675203148,3,3357764.9207508005,0.7857747619319604,1,0
58679.188089090036,1,8.616014038920303,338.27512613579614,0,4622882.531194656,0.5594404209400354,2,0
143352.8926127296,1,0.9504314382044594,605.4694809367318,3,3933641.7548861494,0.20376909238382995,1,1
181391.95566593626,1,4.672268755033234,300.0,3,5066721.042987335,0.7586024759064689,2,1
70147.0,1,2.0,826.0,3,2925416.0,0.72,1,0
170519.23061605144,2,3.466830403952943,312.7017392175285,1,2232817.4753801906,0.7247604480141016,2,0
143195.91252644898,0,5.961385997994297,811.889814744367,5,4888216.295307565,0.20329925593085524,1,0
202498.80591342426,1,3.034931794100249,372.49315021043344,4,2796816.1907002185,0.1316331249425786,1,0
111907.0,1,4.0,639.0,5,493086.0,0.75,2,0
133293.79824151864,1,6.753255851321154,327.9335304670564,0,3451901.26885098,0.5513053854070057,2,0
31512.648621400993,1,0.0,596.0828268306749,2,592770.0900968845,0.7064736945397307,0,0
62790.036914091455,1,1.0750356891124302,776.8956128181522,2,1711181.908347819,0.5877149286010483,2,1
153379.295234026,1,3.12783770807441,318.69474131018933,3,2708922.0327764507,0.47878330979255035,2,0
64574.56071113595,1,5.8186837677476015,495.0018937502483,1,4090282.474280178,0.07956931421085237,1,1
175960.37094718812,2,2.0567937616458005,510.7072888122486,2,1111048.6179460105,0.6877168728582148,2,0
68614.0341762137,2,7.297217348586187,416.1866818359374,3,3233662.2211844665,0.8514565994418715,2,0
93715.44447672059,1,0.0,484.4350871236969,1,2821167.602626863,0.42280043415792334,2,1
106768.86181649736,1,2.1649187837047137,501.204568059821,5,261049.73919388742,0.07415306016154523,2,1
26737.02987068874,1,3.939850444259496,620.5670693468935,3,3604717.1509006666,0.5451216118613957,2,1
168001.0583777355,1,8.635761224366918,416.30249283466907,0,3554608.4003434866,0.7107492402333357,0,0
46055.0,3,4.0,590.0,5,4898042.0,0.12,2,0
94335.70740631089,1,6.194810853964716,535.6148301455173,3,3439870.4056400284,0.7387450695066805,0,1
52999.102251471486,1,8.656015684295754,320.4977228897141,0,1595852.8176028405,0.1466779369341434,0,1
101598.0,1,2.0,685.0,4,3661980.0,0.71,1,1
169241.55721562557,1,3.8550784336433845,640.0384809468909,3,3441343.3700832482,0.31430246393246175,1,0
174077.53325804882,1,2.0259331193081564,622.0128116198892,2,1273565.7878175583,0.43611903600883306,1,1
36596.23575148248,0,0.0,622.1721415340793,4,653260.0008833694,0.6909360857927648,1,1
62299.0,1,0.0,322.0,3,597288.0,0.53,2,1
19477.33670028872,1,5.014028761701905,652.5273051522707,2,1833194.8358249483,0.10656504322310952,1,0
58258.0,2,4.0,846.0,5,1895921.0,0.76,1,0
120591.26105112633,1,2.033880710381304,636.0192063911375,5,4208461.988689359,0.7849863917660755,1,1
16306.0,1,1.0,612.0,0,4100783.0,0.61,1,0
171077.91030681593,2,6.787081104457781,491.8041364326996,0,958162.0614268738,0.06087393822151079,1,0
182778.9651766227,1,3.079973038630185,696.3458560424809,3,2503509.4163735243,0.10694196002479074,0,0
144695.0,1,2.0,406.0,3,4177210.0,0.59,1,1
115745.35232160133,2,2.9779812422910097,829.3426493493141,1,2354555.957441048,0.7238116931082624,0,1
57928.88629506406,1,7.079602470437523,421.60742576231297,0,5062029.922071229,0.5837012766357942,2,0
84218.82826003931,1,4.584236241950776,780.5522495697061,5,1901531.880161935,0.16993827290005134,2,0
122512.0,1,2.0,767.0,3,1559277.0,0.53,1,1
22006.0,2,5.0,323.0,5,1888867.0,0.12,2,1
49944.796326871925,0,6.3063349417616035,412.01510495043067,0,3839933.240266725,0.26477589362838994,1,1
71730.85591138662,1,3.0391786970442674,415.58294767501,5,651749.8909927537,0.30301731338684623,2,1
127078.57189966526,2,3.85476291544233,319.21882478124246,0,4741833.022478501,0.755577604487047,0,0
171957.05010834482,1,6.317506124760291,503.02869322079636,1,3521534.973183617,0.5085075676135388,1,0
194169.95332957403,1,4.049757092858804,622.4466352105576,3,3393205.20207853,0.431260436523396,1,1
127481.00400402544,1,0.0,317.8593229890831,5,4059580.3891888717,0.1927289255196164,1,0
202508.32621438155,1,0.9740719339093361,640.4298023122819,3,275499.9214222226,0.36247066640523384,2,0
34856.65232608644,2,1.026743381585078,489.84949345376464,0,1391107.6492951128,0.22400614849513803,1,0
41382.0,1,0.0,397.0,3,1512452.0,0.42,0,1
172222.00761695046,1,4.855609130618008,659.7176473717843,1,3096214.0345155275,0.7223677495626022,0,0
144065.44429282384,2,5.304493893044202,497.4741231650641,4,1571140.6861758786,0.5490579939386415,0,0
51368.0,2,1.0,506.0,2,4606216.0,0.36,0,1
72851.29272005818,1,2.0333958951160684,588.3761756562943,2,4172857.436506282,0.7224443419384436,1,1
99790.16802801425,1,0.0,535.8676396732618,2,4313341.414548763,0.24188577489707777,2,0
80886.0,2,9.0,444.0,2,4699359.0,0.37,1,0
165067.97915815387,1,0.0,568.2155607977534,0,1709459.0721568803,0.7646067346896444,3,0
69935.0,2,5.0,526.0,5,4539671.0,0.19,2,0
154405.6949751199,1,2.0738433674250962,585.3419070018206,4,3259472.370105322,0.3532243709610827,0,0
36558.26610230712,2,4.878014810190729,622.2349243213002,0,452407.76639900974,0.6307340636557113,0,0
135796.81712647754,2,8.177546072243926,830.6798592243894,1,3581340.4012675644,0.37216835633226864,4,1
30863.876299604355,2,5.220375465465667,700.6016179974627,0,4544173.504904965,0.46040953936372264,0,0
162525.0,1,1.0,487.0,1,159001.0,0.71,0,1
25002.44043916906,2,2.1471824389922842,458.99046177698466,1,3172291.3456230084,0.27559982374311615,0,0
112040.92568173888,1,5.666343611155369,395.76153744593057,3,1652352.961117254,0.5135252671617238,3,1
85872.32848306444,1,6.383195782358838,395.51055530935463,2,1959689.3581846345,0.4840777312312753,0,1
50954.0,2,9.0,686.0,1,3538188.0,0.13,3,0
169324.0,3,4.0,476.0,3,2151475.0,0.54,2,1
188881.975342649,3,4.253165666848298,530.5940982139496,3,3443608.0433508377,0.5364665962724405,3,0
30914.119186977474,1,8.036154755392493,850.0,1,1148392.9598603542,0.3415199621407501,1,0
78365.43112875891,1,5.067025338274837,612.4837458708462,2,1685083.1911466739,0.3214808490949983,2,1
148857.3948414832,2,5.073198879236847,437.86767836798293,3,2861677.8237274997,0.11664668754024397,2,1
100715.68025697417,2,6.523731570682238,371.27420439999383,0,4428946.861689673,0.47641707464829725,0,1
89687.32813207878,1,7.055846973842608,385.1545995508259,5,1314375.0694220013,0.6813147487325039,2,1
202526.11226096243,1,4.06244022081778,556.4107512243894,0,1321051.645614024,0.46442233039652364,1,1
41387.72048335477,2,0.9909437043882209,612.2045633716895,1,2681030.857935289,0.4119936837163669,0,0
36430.959115294354,0,0.0,653.9563924705702,4,616978.9417386431,0.7339121066720133,1,1
105758.84346563417,1,8.670067130479914,551.509591290964,0,5189553.195608189,0.23244222388740682,1,1
161377.0,1,2.0,650.0,3,3545995.0,0.21,1,1
174336.87823836497,0,0.0,674.0386390223426,0,1766312.8049594949,0.6395187424870803,2,0
188226.4963850656,2,7.282981323725493,470.18866841881453,3,490782.26273365924,0.6289329638214832,2,1
101597.0,1,2.0,577.0,4,3848146.0,0.34,2,0
87072.38765950593,2,6.874435079798239,443.93663802421526,4,3914012.377830622,0.395853031155874,2,1
66972.4613634686,1,3.985200328946953,356.7709042630229,0,513688.13742279407,0.07437535802279552,1,1
136613.6247408874,1,7.16217486558016,798.0138597082413,1,4396200.71972247,0.18933474107432396,3,0
24623.066477713295,1,1.9739057826009634,674.8864264087447,1,2429045.71816025,0.40279301047328964,2,0
162157.2272164917,2,4.643480540786669,360.76815206006904,1,1483941.395903201,0.5703322109041215,2,1
49971.11840531835,0,0.9283552426589597,725.8744506849058,3,4303826.702433419,0.6859917626419144,3,1
45620.0,2,3.0,755.0,2,3178138.0,0.56,1,1
131553.4302806917,3,1.1180411585267216,561.1855406372642,3,2270386.1757868943,0.600361617641954,1,1
123125.0,2,7.0,600.0,4,2739288.0,0.31,1,1
147935.82459923613,2,5.22813889660584,343.97838490340604,1,4339595.398715301,0.6602199600977173,2,0
78228.00208781507,1,4.846291386510014,701.1267578299125,1,4894665.142537161,0.5491619463285604,3,1
143241.55629529693,1,8.198180961277592,574.0660081221791,1,1250684.921891548,0.27457761293310123,1,1
156130.0,1,0.0,557.0,1,2754522.0,0.35,3,1
75106.56546606825,1,0.0,850.0,4,1087158.8951471793,0.5450773177285231,0,0
177561.62716507821,1,2.0346487543351124,588.2361455896229,2,1473614.622595025,0.4080397268222234,1,1
144887.0,1,9.0,431.0,2,3196492.0,0.36,0,0
121767.38974107185,2,1.9387721600049421,303.71219124072286,4,111791.76845074692,0.08706527175709171,0,0
102498.0,1,8.0,780.0,2,4075466.0,0.46,1,0
25042.529213432023,0,2.864760061835145,581.5441464941779,3,2097629.1346972166,0.7032318642762944,2,1
69336.0,1,7.0,667.0,5,2924628.0,0.58,2,0
106857.59170942463,1,3.9755236375834935,850.0,1,3133145.541582001,0.5520850190858946,2,0
43650.96293664597,3,2.9137971849549533,562.1661865440067,1,3122797.1338451914,0.8001767021986964,1,1
201418.98402991606,2,8.694413917521905,850.0,4,3561478.100740483,0.41666036989834443,2,0
190894.92360055304,2,3.236010243843884,576.2647892214165,3,5139506.178093592,0.11462655382840259,1,1
180471.68432116625,1,5.038765089078675,750.403389564444,1,2793951.839434413,0.7279776654987015,0,0
36501.551417919865,1,6.131834794139026,543.3146704870694,3,1299232.362772735,0.4555898879545666,1,1
176538.00216886104,1,2.7238162280757106,757.9493026882539,3,3659494.541574789,0.30337727082584626,2,0
102044.48854172791,1,0.0,625.8982303091128,3,320399.95831871004,0.4717493847090181,0,1
113758.90271651014,1,6.0815192825935975,751.8085866182201,4,4177838.6113594454,0.4420277169145192,2,0
170425.63275255988,1,8.084247587399103,538.7453094359986,3,3568713.0225727903,0.6646487224987154,3,1
128320.31618384199,2,8.237942956995978,780.6490260894464,4,885205.9922398025,0.21957431166123206,4,0
200729.50172666085,1,1.8785558759383945,794.5655516172791,5,3979533.6467573796,0.7050105572879173,0,1
186000.24132849986,1,1.038806988879834,335.8233791499817,4,3940216.9773789747,0.16069731369991597,0,0
78449.0,1,2.0,822.0,3,3254857.0,0.69,1,0
98660.46848814316,1,7.510713809802802,541.7798105162032,3,1721300.061532141,0.17284254172623686,1,1
70034.415486228,1,8.02579246277001,598.4952964531542,0,862083.9055996318,0.0632617947794243,0,0
193600.31536991886,3,0.0,697.1944994890109,0,4762626.810947662,0.1057829260553974,2,1
172396.37414463446,1,0.0,701.6553378908726,0,2197579.7417123206,0.21639719035869256,2,0
165821.67172960154,3,0.8886972829253457,671.5972198431632,3,3372220.3018146255,0.825083756918472,1,0
76980.7558069024,1,6.8278362362904605,634.8272227255668,2,4822292.013631599,0.14599549759328176,2,0
80726.0,0,5.0,713.0,2,3491549.0,0.73,2,1
156826.0,1,0.0,788.0,3,2021441.0,0.27,2,1
50580.930349683724,3,1.8531340148309359,363.65158872033714,1,1432004.6732266203,0.6697294475296384,1,1
129210.68484313105,0,3.0148009051576956,493.7318112360979,0,2849014.3067840813,0.0958250773056401,2,1
145781.66071770078,3,0.9746975639597097,815.5258634960888,3,4691792.227630866,0.20891387663137032,1,1
130573.45526694802,0,1.0302633371551633,370.37334429048525,4,363068.7681065614,0.3189437271826017,0,0
161621.0,3,4.0,621.0,0,1702933.0,0.2,2,0
130687.3875739714,1,2.9599987226542748,325.5916863222519,2,2750089.8771855175,0.16221134029624937,1,1
125686.82727707148,1,5.698476313133636,316.350720029031,2,657646.2268123929,0.670135377796257,2,1
37783.753668531106,1,4.017679408257141,776.5318580515918,0,3070291.456311149,0.718355493220648,1,0
132974.73129003786,2,5.65067442999543,590.4478633053799,0,3530346.937752805,0.16671615170722662,1,0
171126.28697056047,1,8.443182195575902,326.0695782104388,3,552969.2822167805,0.5833078625839045,1,0
194588.0,1,9.0,517.0,2,1036155.0,0.28,2,1
143221.51982107994,1,7.4945826558547735,543.1490847338868,0,2947366.8904783344,0.05874110729269318,2,0
192011.0,3,1.0,508.0,1,388449.0,0.33,2,1
186459.0,0,0.0,511.0,3,4803462.0,0.35,4,0
26594.75088355176,2,1.9924504062596287,421.83811493137057,2,1194716.9469993182,0.13836201535322235,0,1
177488.03853480096,1,0.0,399.39724732567123,0,110244.3949083671,0.27522877229770004,0,1
21216.670621359768,1,3.0481968606657937,504.1593109815706,0,4341192.518974638,0.366199300731145,1,1
61843.80518812868,2,0.0,395.7683899604816,3,2948558.2325617415,0.3263325698130205,0,1
96441.35270595616,2,8.724323080575312,634.7039744200694,2,2153000.686274858,0.07855479178038043,0,1
50428.0,2,2.0,466.0,1,2796229.0,0.7,0,1
135985.69809538045,1,5.797076615665806,780.5663959070248,1,2060073.6174210631,0.5594899666411282,1,0
68987.67630963,1,9.03815232597502,615.8619891391236,0,4935302.777234419,0.0737056993847199,0,1
182148.96481205447,2,7.693867388757037,575.2889446433592,5,2263735.246864391,0.4547093575708628,2,0
99525.7318352618,1,7.773135534342434,783.159888715784,4,3039872.093747945,0.7029668009440273,1,1
154489.14144274488,1,1.03219219857003,609.682835943534,2,3290584.4047690397,0.675884334079422,1,1
98225.00177956525,0,5.883246968036886,485.0970404626091,2,216791.87256547532,0.462023715491981,2,1
76013.67409343849,2,2.79480742347737,637.7107055743973,3,3035514.0772431586,0.6249425282529467,1,0
45437.83838021782,0,1.9313629509710084,621.5767225941365,3,3632506.2293037497,0.4694340520002197,0,0
35629.83279114921,2,0.0,809.0799390285326,0,1858037.6012218925,0.40565562876177297,1,1
180981.3988025586,1,4.380016851405615,687.9416432255674,0,2129063.861573985,0.11456291992263369,0,1
34818.211515979034,1,6.4889887305895275,635.7697908109836,1,3105029.784162207,0.34779096716082664,1,0
113249.79897553948,2,6.22868377886962,325.10818552706894,5,3380764.793560283,0.6770220610275431,3,0
127340.0,1,3.0,496.0,4,1792208.0,0.42,2,0
59796.441595735654,1,6.836752046483537,562.9691311071841,3,3200929.1690943115,0.31998651275822537,2,0
195064.46833718577,2,6.7028157882778,385.0192601302067,0,1888843.6158312303,0.7379054372814783,4,1
55406.163366271416,2,4.87375078674842,463.7576138548534,0,2784325.867751263,0.6770286510200005,2,0
163554.30153011827,1,7.150749224466801,508.4933994356545,1,4058346.561713216,0.733149913234164,0,0
61163.0,1,0.0,562.0,3,4818384.0,0.42,0,0
90711.02686865868,1,1.0563031135774887,785.2283134308733,1,2146317.119754203,0.5701914460847574,1,1
135784.64996172712,1,8.230075260628302,754.9686088398992,2,2955601.6938065444,0.7478766269022528,3,0
166117.87336646442,1,0.9915321451384698,587.6819951049963,2,3753436.201735986,0.6369463163004737,1,1
158077.09939717274,1,4.983055982921606,377.6082106014789,2,55981.793517417005,0.3977293733675876,2,0
188123.0,1,5.0,549.0,2,1296218.0,0.65,2,1
120486.81006189522,1,5.413293556864719,582.21410578902,3,2627750.6597298346,0.1819119389901551,2,1
133496.8921658741,1,7.318108014147526,396.1780590171522,2,3440351.7858220534,0.4217765533259987,2,1
22967.0,2,1.0,692.0,2,247033.0,0.63,2,1
24139.273608290096,2,2.065894177928545,441.2859980172286,2,1233459.894743565,0.15038521274747554,0,1
109784.07935701773,3,7.396031270834962,788.6862671947918,4,1140378.6171186417,0.7161168915445281,3,0
85731.41063994863,2,3.0112617381175246,786.6441184520434,3,1706979.9648773312,0.3604315867319126,2,1
52011.0,2,6.0,810.0,2,92642.0,0.73,2,0
82258.96344312347,1,4.938423852465092,308.82830334707256,2,1921529.7431201024,0.6770557812953948,1,1
52402.21494739456,2,1.0193223411628636,507.74197456754877,2,4503171.905459121,0.3544862060043329,0,1
165705.5807774728,1,0.0,330.44074100133594,4,1350337.672969151,0.11643078305673726,2,0
37651.579145820935,1,5.058596928366583,318.51312997544403,4,1079286.7238020264,0.6568199252249985,2,1
196449.15361479722,1,1.0626158936064727,632.0572689281294,3,612878.9130923667,0.29575080225886696,0,1
40398.09599116952,2,8.311565715238812,752.1555860605081,4,4374271.267882238,0.3889357498088943,0,1
123642.72931614525,1,3.831213938683797,647.8779045661535,1,798370.2245119842,0.7342494845496653,1,1
68236.16465473807,1,7.873470411433491,793.9148085374911,3,2904141.12151718,0.3045244382703042,0,0
48305.828520384064,1,0.9738107113789105,448.15726282233476,5,749397.1552866495,0.6346359168847138,1,1
124032.75256329174,1,8.759621128067277,581.5421400108684,3,4259335.858916543,0.6248932514433976,0,0
40345.74425424038,3,6.052674664584902,523.5582573283183,3,2966808.460187403,0.3861789859531581,1,0
79012.54931746241,1,1.9806265207424987,334.4553882899613,3,3546805.177936424,0.7834956124831955,1,1
114083.40377135256,2,5.614503686390831,578.9203598350239,1,3312055.252265191,0.6508423467894773,0,1
190509.811024791,2,3.3043177953129845,452.5668468555654,0,287386.0406352758,0.6659451063281164,1,0
75820.69764988474,1,9.332808776986827,322.2104028494088,4,4718099.736718006,0.6108506195094163,0,0
70482.40837629854,1,9.015604135201551,561.0300942223637,3,246120.65852904704,0.20371847103290916,3,1
44320.0,1,8.0,343.0,3,3605041.0,0.32,2,0
75202.81846373389,0,4.870833528957224,576.4896889435637,5,2426577.899137344,0.4571623223792297,4,0
135952.48761155334,0,0.9775120015319158,814.7543533671047,5,1460827.7580234807,0.29979038241008316,2,0
126695.0,2,5.0,389.0,3,1441677.0,0.4,2,0
115199.42298691956,1,4.4224366898602385,735.7619688451715,3,3592824.8511623903,0.18721845805111328,2,0
156740.99146641116,1,5.927953904382428,749.7782679778724,2,1935961.7252555299,0.24608541187153765,1,0
65772.0,1,7.0,811.0,5,4691226.0,0.24,1,1
